Title,Authors_Institutes,Submission Date
Improving Search Clarification with Structured Information Extracted from Search Results,"Ziliang Zhao (Renmin University of China), Zhicheng Dou (Renmin University of China), Yu Guo (Renmin University of China), Zhao Cao (Huawei Poisson Lab), Xiaohua Cheng (Huawei Poisson Lab)",Not Found
LATTE: A Framework for Learning Item-Features to Make a Domain-Expert for Effective Conversational Recommendation,"Taeho Kim (Hanyang University), Juwon Yu (Hanyang University), Won-Yong Shin (Yonsei University), Hyunyoung Lee (KT Corporation), Ji-hui Im (KT Corporation), Sang-Wook Kim (Hanyang University)",Not Found
Delving into Global Dialogue Structures: Structure Planning Augmented Response Selection for Multi-Turn Conversations,"Tingchen Fu (Gaoling School of AI (GSAI), Renmin University of China), Xueliang Zhao (Peking University), Rui Yan (Gaoling School of AI (GSAI), Renmin University of China; Engineering Research Center of Next-Generation Intelligent Search and Recommendation, Ministry of Education)",Not Found
Learning to Relate to Previous Turns in Conversational Search,"Fengran Mo (University of Montreal), Jian-Yun Nie (University of Montreal), Kaiyu Huang (Tsinghua University), Kelong Mao (Renmin University of China), Yutao Zhu (University of Montreal), Peng Li (Tsinghua University), Yang Liu (Tsinghua University)",June 2023
User-Regulation Deconfounded Conversational Recommender System with Bandit Feedback,"Yu Xia (Shanghai Jiao Tong University), Junda Wu (New York University), Tong Yu (Adobe Research), Sungchul Kim (Adobe Research), Ryan A. Rossi (Adobe Research), Shuai Li (Shanghai Jiao Tong University)",Not Found
Domain-Specific Risk Minimization for Domain Generalization,"Yi-Fan Zhang (Institute of Automation), Jindong Wang (Microsoft Research Asia; University of Chinese Academy of Sciences), Jian Liang (Institute of Automation), Zhang Zhang (Institute of Automation), Baosheng Yu (The University of Sydney), Liang Wang (Institute of Automation), Dacheng Tao (The University of Sydney), Xing Xie (Microsoft Research Asia)","18 August, 2022"
Causal Inference via Style Transfer for Out-of-Distribution Generalisation,"Toan Nguyen (Applied Artificial Intelligence Institute, Deakin University), Kien Do (Applied Artificial Intelligence Institute, Deakin University), Duc Thanh Nguyen (School of Information Technology, Deakin University), Bao Duong (Applied Artificial Intelligence Institute, Deakin University), Thin Nguyen (Applied Artificial Intelligence Institute, Deakin University)","6 December, 2022"
FLOOD: A Flexible Invariant Learning Framework for Out-of-Distribution Generalization on Graphs,"Yang Liu (Institute of Computing Technology, CAS), Xiang Ao (Institute of Computing Technology, CAS), Fuli Feng (Institute of Computing Technology, CAS), Yunshan Ma (Institute of Computing Technology, CAS), Kuan Li (Institute of Computing Technology, CAS), Tat-seng Chua (Institute of Computing Technology, CAS), Qing He (Institute of Computing Technology, CAS)",Not Found
Quantitatively Measuring and Contrastively Exploring Heterogeneity for Domain Generalization,"Yunze Tong (Zhejiang University), Junkun Yuan (Zhejiang University), Min Zhang (Zhejiang University), Didi Zhu (Zhejiang University), Keli Zhang (Noah’s Ark Lab, Huawei Technologies), Fei Wu (Zhejiang University), Kun Kuang (Zhejiang University)","25 May, 2023"
A Data-centric Framework to Endow Graph Neural Networks with Out-Of-Distribution Detection Ability,"Yuxin Guo (Beijing University of Posts and Telecommunications), Cheng Yang (Beijing University of Posts and Telecommunications), Yuluo Chen (Beijing University of Posts and Telecommunications), Jixi Liu (Beijing University of Posts and Telecommunications), Chuan Shi (Beijing University of Posts and Telecommunications), Junping Du (Beijing University of Posts and Telecommunications)",Not Found
CriticalFL: A Critical Learning Periods Augmented Client Selection Framework for Efficient Federated Learning,"Gang Yan (State University of New York, Binghamton), Hao Wang (Louisiana State University), Xu Yuan (University of Louisiana at Lafayette), Jian Li (State University of New York, Binghamton)",Not Found
Federated Few-Shot Learning,"Song Wang (University of Virginia), Xingbo Fu (University of Virginia), Kaize Ding (Arizona State University), Chen Chen (University of Virginia), Huiyuan Chen (Case Western Reserve University), Jundong Li (University of Virginia)",July 2025
FedDefender: Client-Side Attack-Tolerant Federated Learning,"Sungwon Park (KAIST), Sungwon Han (KAIST), Fangzhao Wu (Microsoft Research Asia), Sundong Kim (GIST), Bin Zhu (Microsoft Research Asia), Xing Xie (Microsoft Research Asia), Meeyoung Cha (IBS; KAIST)",July 2023
Serverless Federated AUPRC Optimization for Multi-Party Collaborative Imbalanced Data Mining,"Xidong Wu (University of Pittsburgh), Zhengmian Hu (University of Pittsburgh), Jian Pei (Duke University), Heng Huang (University of Maryland, College Park)",August 2023
Theoretical Convergence Guaranteed Resource-Adaptive Federated Learning with Mixed Heterogeneity,"Yangyang Wang (Shandong University), Xiao Zhang (Shandong University), Mingyi Li (Shandong University), Tian Lan (George Washington University), Huashan Chen (Chinese Academy of Sciences), Hui Xiong (Hong Kong University of Science and Technology), Xiuzhen Cheng (Shandong University), Dongxiao Yu (Shandong University)",Not Found
ShapleyFL: Robust Federated Learning Based on Shapley Value,"Qiheng Sun (Zhejiang University), Xiang Li (Zhejiang University), Jiayao Zhang (Zhejiang University), Li Xiong (Emory University), Weiran Liu (Alibaba Group), Jinfei Liu (Zhejiang University; ZJU-Hangzhou Global Scientific and Technological Innovation Center), Zhan Qin (Zhejiang University), Kui Ren (Zhejiang University)",Not Found
Hierarchical Invariant Learning for Domain Generalization Recommendation,"Zeyu Zhang (Renmin University of China), Heyang Gao (Beijing University of Posts and Telecommunications), Hao Yang (Renmin University of China), Xu Chen (Renmin University of China)",Not Found
UCEpic: Unifying Aspect Planning and Lexical Constraints for Generating Explanations in Recommendation,"Jiacheng Li (University of California, San Diego), Zhankui He (University of California, San Diego), Jingbo Shang (University of California, San Diego), Julian McAuley (University of California, San Diego)","28 September, 2022"
Debiasing Recommendation by Learning Identifiable Latent Confounders,"Qing Zhang (Hong Kong University of Science and Technology), Xiaoying Zhang (ByteDance Research), Yang Liu (ByteDance Research), Hongning Wang (University of Virginia), Min Gao (Chongqing University), Jiheng Zhang (Hong Kong University of Science and Technology), Ruocheng Guo (ByteDance Research)","10 February, 2023"
Reconsidering Learning Objectives in Unbiased Recommendation: A Distribution Shift Perspective,"Teng Xiao (The Pennsylvania State University), Zhengyu Chen (Zhejiang University), Suhang Wang (The Pennsylvania State University)",Not Found
Who Should Be Given Incentives? Counterfactual Optimal Treatment Regimes Learning for Recommendation,"Haoxuan Li (Peking University), Chunyuan Zheng (University of California, San Diego), Peng Wu (Beijing Technology and Business University), Kun Kuang (Zhejiang University), Yue Liu (Renmin University of China), Peng Cui (Tsinghua University)",Not Found
Unbiased Delayed Feedback Label Correction for Conversion Rate Prediction,"Yifan Wang (Tsinghua University), Peijie Sun (Tsinghua University), Min Zhang (Tsinghua University), Qinglin Jia (Noah’s Ark Lab, Huawei), Jingjie Li (Noah’s Ark Lab, Huawei), Shaoping Ma (Tsinghua University)",July 2023
Mastering Stock Markets with Efficient Mixture of Diversified Trading Experts,"Shuo Sun (Nanyang Technological University), Xinrun Wang (Nanyang Technological University), Wanqi Xue (Nanyang Technological University), Xiaoxuan Lou (Nanyang Technological University), Bo An (Nanyang Technological University)",Not Found
Financial Default Prediction via Motif-Preserving Graph Neural Network with Curriculum Learning,"Daixin Wang (Ant Group), Zhiqiang Zhang (Ant Group), Yeyu Zhao (Ant Group), Kai Huang (Ant Group), Yulin Kang (Ant Group), Jun Zhou (Ant Group)",March 2024
DoubleAdapt: A Meta-Learning Approach to Incremental Learning for Stock Trend Forecasting,"Lifan Zhao (Shanghai Jiao Tong University), Shuming Kong (Shanghai Jiao Tong University), Yanyan Shen (Shanghai Jiao Tong University)","16 June, 2023"
Towards Reliable Rare Category Analysis on Graphs via Individual Calibration,"Longfeng Wu (Virginia Tech), Bowen Lei (Texas AM University), Dongkuan Xu (North Carolina State University), Dawei Zhou (Virginia Tech)",July 2023
QTIAH-GNN: Quantity and Topology Imbalance-Aware Heterogeneous Graph Neural Network for Bankruptcy Prediction,"Yucheng Liu (University of Science and Technology of China), Zipeng Gao (University of Science and Technology of China), Xiangyang Liu (University of Science and Technology of China), Pengfei Luo (University of Science and Technology of China ), Yang Yang (Nanjing University of Science and Technology; The Hong Kong Polytechnic University), Hui Xiong (The Hong Kong University of Science and Technology (Guangzhou); The Hong Kong University of Science and Technology)",Not Found
Adversarial Constrained Bidding via Minimax Regret Optimization with Causality-Aware Reinforcement Learning,"Haozhe Wang (Alibaba Group), Chao Du (Alibaba Group), Panyan Fang (Alibaba Group), LI He (Alibaba Group), Liang Wang (Alibaba Group), Bo Zheng (Alibaba Group)",June 2023
Multiplex Heterogeneous Graph Neural Network with Behavior Pattern Modeling,"Chaofan Fu (Ocean University of China), Guanjie Zheng (Shanghai Jiao Tong University), Chao Huang (The University of Hong Kong), Yanwei Yu (Ocean University of China), Junyu Dong (Ocean University of China)",Not Found
End-to-End Inventory Prediction and Contract Allocation for Guaranteed Delivery Advertising,"Wuyang Mao (Alibaba Group), Chuanren Liu (The University of Tennessee), Yundu Huang (Alibaba Group), Zhonglin Zu (Alibaba Group), M Harshvardhan (The University of Tennessee), Liang Wang (Alibaba Group), Bo Zheng (Alibaba Group)",Not Found
Contrastive Learning for User Sequence Representation in Personalized Product Search,"Shitong Dai (Renmin University of China), Jiongnan Liu (Renmin University of China), Zhicheng Dou (Renmin University of China), Haonan Wang (JD.com, Inc.), Lin Liu (JD.com, Inc.), Bo Long (JD.com, Inc.), Ji-Rong Wen (Engineering Research Center of Next-Generation Intelligent Search and Recommendation, Ministry of Education)",Not Found
Empowering General-purpose User Representation with Full-life Cycle Behavior Modeling,"Bei Yang (Alibaba Group), Jie Gu (Alibaba Group), Ke Liu (Zhejiang University), Xiaoxiao Xu (Alibaba Group), Renjun Xu (Zhejiang University), Qinghui Sun (Alibaba Group), Hong Liu (Alibaba Group)","20 October, 2021"
Task Relation-aware Continual User Representation Learning,"Sein Kim (KAIST), Namkyeong Lee (KAIST), Donghyun Kim (NAVER Corporation), Min-Chul Yang (NAVER Corporation), Chanyoung Park (KAIST)","1 June, 2023"
Learning-Based Ad Auction Design with Externalities: The Framework and a Matching-Based Approach,"Ningyuan Li (Peking University), Yunxuan Ma (Peking University), Yang Zhao (Alibaba Group), Zhijian Duan (Peking University), Yurong Chen (Peking University), Zhilin Zhang (Alibaba Group), Jian Xu (Alibaba Group), Bo Zheng (Alibaba Group), Xiaotie Deng (Peking University)",Not Found
Locality Sensitive Hashing for Optimizing Subgraph Query Processing in Parallel Computing Systems,"Peng Peng (Hunan University), Shengyi Ji (Hunan University), Zhen Tian (Hunan University), Hongbo Jiang (Hunan University), Weiguo Zheng (Fudan University), Xuecang Zhang (Huawei Technologies)",Not Found
Efficient Single-Source SimRank Query by Path Aggregation,"Mingxi Zhang (University of Shanghai for Science and Technology), Yanghua Xiao (Fudan University), Wei Wang (Fudan University)",Not Found
DotHash: Estimating Set Similarity Metrics for Link Prediction and Document Deduplication,"Igor Nunes (University of California, Irvine), Mike Heddes (University of California, Irvine), Pere VergÃ©s (University of California, Irvine), Danny Abraham (University of California, Irvine), Alex Veidenbaum (University of California, Irvine), Alex Nicolau (University of California, Irvine), Tony Givargis (University of California, Irvine)",May 2023
OPORP: One Permutation + One Random Projection,"Ping Li (LinkedIn Ads), Xiaoyun Li (LinkedIn Ads)","7 February, 2023"
Efficient Distributed Approximate k-Nearest Neighbor Graph Construction by Multiway Random Division Forest,"Sang-Hong Kim (Kookmin University), Ha-Myung Park (Kookmin University)",Not Found
Learning Balanced Tree Indexes for Large-Scale Vector Retrieval,"Wuchao Li (University of Science and Technology of China), Chao Feng (University of Science and Technology of China), Defu Lian (University of Science and Technology of China), Yuxin Xie (Guangdong OPPO Mobile Telecommunications Corp., Ltd), Haifeng Liu (Guangdong OPPO Mobile Telecommunications Corp., Ltd), Yong Ge (University of Arizona), Enhong Chen (University of Science and Technology of China)",Not Found
Accelerating Dynamic Network Embedding with Billions of Parameter Updates to Milliseconds,"Haoran Deng (Zhejiang University), Yang Yang (Zhejiang University), Jiahe Li (Zhejiang University), Haoyang Cai (Carnegie Mellon University), Shiliang Pu (Hikvision Research Institute), Weihao Jiang (Hikvision Research Institute)",June 2023
Fairness-Aware Continuous Predictions of Multiple Analytics Targets in Dynamic Networks,"Ruifeng Liu (University of Massachusetts at Lowell), Qu Liu (University of Massachusetts at Lowell), Tingjian Ge (University of Massachusetts at Lowell)",Not Found
DyTed: Disentangled Representation Learning for Discrete-Time Dynamic Graph,"Kaike Zhang (Institute of Computing Technology, Chinese Academy of Sciences; The University of Chinese Academy of Sciences), Qi Cao (Institute of Computing Technology, Chinese Academy of Sciences), Gaolin Fang (Tencent Inc.), Xu Bingbing (Institute of Computing Technology, Chinese Academy of Sciences), Hongjian Zou (Tencent Inc.), Huawei Shen (Institute of Computing Technology, Chinese Academy of Sciences), Xueqi Cheng (Institute of Computing Technology, Chinese Academy of Sciences)","19 October, 2022"
Heterformer: Transformer-based Deep Node Representation Learning on Heterogeneous Text-Rich Networks,"Bowen Jin (University of Illinois at Urbana-Champaign), Yu Zhang (University of Illinois at Urbana-Champaign), Qi Zhu (University of Illinois at Urbana-Champaign), Jiawei Han (University of Illinois at Urbana-Champaign)","20 May, 2022"
Counterfactual Learning on Heterogeneous Graphs with Greedy Perturbation,"Qiang Yang (King Abdullah University of Science and Technology), Changsheng Ma (King Abdullah University of Science and Technology), Qiannan Zhang (King Abdullah University of Science and Technology), Xin Gao (King Abdullah University of Science and Technology), Chuxu Zhang (Brandeis University), Xiangliang Zhang (University of Notre Dame; King Abdullah University of Science and Technology)",Not Found
WinGNN: Dynamic Graph Neural Networks with Random Gradient Aggregation Window,"Yifan Zhu (Tsinghua University), Fangpeng Cong (Yanshan University), Dan Zhang (Tsinghua University), Wenwen Gong (Tsinghua University), Qika Lin (Xi’an Jiaotong University), Wenzheng Feng (Tsinghua University), Yuxiao Dong (Tsinghua University), Jie Tang (Tsinghua University)",Not Found
EXTRACT and REFINE: Finding a Support Subgraph Set for Graph Representation,"Kuo Yang (University of Science and Technology of China), Zhengyang Zhou (Suzhou Institute for Advanced Research, University of Science and Technology of China), Wei Sun (University of Science and Technology of China), Pengkun Wang (Suzhou Institute for Advanced Research, University of Science and Technology of China), Xu Wang (University of Science and Technology of China), Yang Wang (University of Science and Technology of China)",Not Found
Parameter-free Spikelet: Discovering Different Length and Warped Time Series Motifs using an Adaptive Time Series Representation,"Makoto Imamura (Tokai University Educational System), Takaaki Nakamura (Mitsubishi Electric Corporation )",Not Found
Below the Surface: Summarizing Event Sequences with Generalized Sequential Patterns,"Joscha CÃ¼ppers (CISPA Helmholtz Center for Information Security), Jilles Vreeken (CISPA Helmholtz Center for Information Security)",Not Found
Using Motif Transitions for Temporal Graph Generation,"Penghang Liu (University at Buffalo), Ahmet Erdem Sariyuce (University at Buffalo)",June 2023
MimoSketch: A Framework to Mine Item Frequency on Multiple Nodes with Sketches,"Yuchen Xu (Peking University), Wenfei Wu (Peking University), Bohan Zhao (Tsinghua University), Tong Yang (Peking University), Yikai Zhao (Peking University)",Not Found
Generalized Matrix Local Low Rank Representation by Random Projection and Submatrix Propagation,"Pengtao Dang (Purdue University), Haiqi Zhu (Indiana University), Tingbo Guo (Indiana University), Changlin Wan (Purdue University), Tong Zhao (Uber Inc.), Paul Salama (Purdue University), Yijie Wang (Indiana University), Sha Cao (Indiana University), Chi Zhang (Indiana University)",Not Found
3D-Polishing for Triangular Mesh Compression of Point Cloud Data,"Jiaqi Gu (Stanford University), Guosheng Yin (Imperial College London)",Not Found
Domain-Guided Spatio-Temporal Self-Attention for Egocentric 3D Pose Estimation,"Jinman Park (University of Waterloo), Kimathi Kaai (University of Waterloo), Saad Hossain (University of Waterloo), Norikatsu Sumi (Nissan Motor Corporation), Sirisha Rambhatla (University of Waterloo), Paul Fieguth (University of Waterloo)",Not Found
Interpretable Sparsification of Brain Graphs: Better Practices and Effective Designs for Graph Neural Networks,"Gaotang Li (University of Michigan, Ann Arbor), Marlena Duda (Georgia State University), Xiang Zhang (University of North Carolina, Charlotte), Danai Koutra (University of Michigan, Ann Arbor), Yujun Yan (Dartmouth College)",June 2023
"One-shot Joint Extraction, Registration and Segmentation of Neuroimaging Data","Yao Su (Worcester Polytechnic Institute), Zhentian Qian (Worcester Polytechnic Institute), Lei Ma (Worcester Polytechnic Institute), Lifang He (Lehigh University), Xiangnan Kong (Worcester Polytechnic Institute)",July 2023
MBrain: A Multi-Channel Self-Supervised Learning Framework for Brain Signals,"Donghong Cai (Zhejiang University), Junru Chen (Zhejiang University), Yang Yang (Zhejiang University), Teng Liu (Zhejiang University), Yafeng Li (Nuozhu Technology Co., Ltd.)",June 2023
PAT: Geometry-Aware Hard-Label Black-Box Adversarial Attacks on Text,"Muchao Ye (The Pennsylvania State University), Jinghui Chen (The Pennsylvania State University), Chenglin Miao (Iowa State University), Han Liu (Dalian University of Technology), Ting Wang (The Pennsylvania State University), Fenglong Ma (The Pennsylvania State University)",Not Found
Enhancing Node-Level Adversarial Defenses by Lipschitz Regularization of Graph Neural Networks,"Yaning Jia (Huazhong University of Science and Technology), Dongmian Zou (Duke Kunshan University), Hongfei Wang (Huazhong University of Science and Technology), Hai Jin (Huazhong University of Science and Technology)",Not Found
Robustness Certification for Structured Prediction with General Inputs via Safe Region Modeling in the Semimetric Output Space,"HUAQING SHAO (Shanghai Jiao Tong University), Lanjun Wang (Tianjin University), Junchi Yan (Shanghai Jiao Tong University)",Not Found
Temporal Dynamics-Aware Adversarial Attacks on Discrete-Time Dynamic Graph Models,"Kartik Sharma (Georgia Institute of Technology), Rakshit Trivedi (Massachusetts Institute of Technology), Rohit Sridhar (Georgia Institute of Technology), Srijan Kumar (Georgia Institute of Technology)",Not Found
Investigating Trojan Attacks on Pre-trained Language Model-powered Database Middleware,"Peiran Dong (Hong Kong Polytechnic University), Song Guo (Hong Kong Polytechnic University), Junxiao Wang (King Abdullah University of Science and Technology)",Not Found
A Unified Framework of Graph Information Bottleneck for Robustness and Membership Privacy,"Enyan Dai (Pennsylvania State University), Limeng Cui (Amazon), Zhengyang Wang (Amazon), Xianfeng Tang (Amazon), Yinghan Wang (Amazon), Monica Cheng (Amazon), Bing Yin (Amazon), Suhang Wang (Pennsylvania State University)",June 2023
Granger Causal Chain Discovery for Sepsis-Associated Derangements via Continuous-Time Hawkes Processes,"Song Wei (Georgia Institute of Technology), Yao Xie (Georgia Institute of Technology), Christopher S Josef (Emory University), Rishikesan Kamaleswaran (Emory University)","9 September, 2022"
TWIN: Personalized Clinical Trial Digital Twin Generation,"Trisha Das (University of Illinois Urbana-Champaign), Zifeng Wang (University of Illinois Urbana-Champaign), Jimeng Sun (University of Illinois Urbana-Champaign)",Not Found
R-Mixup: Riemannian Mixup for Biological Networks,"Xuan Kan (Emory University), Zimu Li (University of Chicago), Hejie Cui (Emory University), Yue Yu (Georgia Institute of Technology), Ran Xu (Emory University), Shaojun Yu (Emory University), Zilong Zhang (University of International Business and Economics), Ying Guo (Emory University), Carl Yang (Emory University)",June 2023
Web-Based Long-Term Spine Treatment Outcome Forecasting,"Hangting Ye (Jilin University), Zhining Liu (University of Illinois Urbana-Champaign), Wei Cao (Microsoft Research), Amir M. Amiri (Microsoft Research), Jiang Bian (Microsoft Research), Yi Chang (Jilin University), Jon D. Lurie (The Dartmouth Institute), Jim Weinstein (Microsoft Research), Tie-Yan Liu (Microsoft Research)",Not Found
MedLink: De-Identified Patient Health Record Linkage,"Zhenbang Wu (University of Illinois Urbana-Champaign), Cao Xiao (Relativity), Jimeng Sun (University of Illinois Urbana-Champaign)",Not Found
FedPseudo: Privacy-Preserving Pseudo Value-Based Deep Learning Models for Federated Survival Analysis,"Md Mahmudur Rahman (University of Maryland, Baltimore County), Sanjay Purushotham (University of Maryland, Baltimore County)",Not Found
Robust Spatiotemporal Traffic Forecasting with Reinforced Dynamic Adversarial Training,"Fan Liu (The Hong Kong University of Science and Technology (Guangzhou)), Weijia Zhang (The Hong Kong University of Science and Technology (Guangzhou)), Hao Liu (The Hong Kong University of Science and Technology (Guangzhou); The Hong Kong University of Science and Technology)",June 2023
Pattern Expansion and Consolidation on Evolving Graphs for Continual Traffic Prediction,"Binwu Wang (University of Science and Technology of China), Yudong Zhang (University of Science and Technology of China), Xu Wang (University of Science and Technology of China), Pengkun Wang (Suzhou Institute for Advanced Research, University of Science and Technology of China), Zhengyang Zhou (Suzhou Institute for Advanced Research, University of Science and Technology of China), LEI BAI (Shanghai AI Laboratory), Yang Wang (University of Science and Technology of China)",Not Found
TransformerLight: A Novel Sequence Modeling Based Traffic Signaling Mechanism via Gated Transformer,"Qiang Wu (University of Electronic Science and Technology of China), Mingyuan Li (Beijing University of Posts and Telecommunications), Jun Shen (University of Wollongong), Linyuan L (University of Science and Technology of China), Bo Du (University of Wollongong), Ke Zhang (Beijing University of Posts and Telecommunications)",Not Found
Optimizing Traffic Control with Model-Based Learning: A Pessimistic Approach to Data-Efficient Policy Inference,"Mayuresh Kunjir (Amazon Web Services), Sanjay Chawla (Qatar Computing Research Institute, Hamad Bin Khalifa University), Siddarth Chandrasekar (Indian Institute of Technology Madras), Devika Jay (Indian Institute of Technology Madras), Balaraman Ravindran (Indian Institute of Technology Madras)",Not Found
Mitigating Action Hysteresis in Traffic Signal Control with Traffic Predictive Reinforcement Learning,"Xiao Han (City University of Hong Kong), Xiangyu Zhao (City University of Hong Kong), Liang Zhang (Shenzhen Research Institute of Big Data), Wanyu Wang (City University of Hong Kong)",Not Found
Spatial Heterophily Aware Graph Neural Networks,"Congxi Xiao (University of Science and Technology of China; Baidu Research), Jingbo Zhou (Baidu Research), Jizhou Huang (Baidu Inc.), Tong Xu (University of Science and Technology of China; State Key Laboratory of Cognitive Intelligence), Hui Xiong (The Hong Kong University of Science and Technology (Guangzhou); The Hong Kong University of Science and Technology)",June 2023
MAPLE: Semi-Supervised Learning with Multi-Alignment and Pseudo-Learning,"Juncheng Yang (School of Computer Science, Wuhan University), Chao Li (JD Health International Inc.), Zuchao Li (National Engineering Research Center for Multimedia Software, School of Computer Science, Wuhan University), Wei Yu (School of Computer Science, Wuhan University), Bo Du (National Engineering Research Center for Multimedia Software, School of Computer Science, Wuhan University), Shijun Li (School of Computer Science, Wuhan University)",Not Found
Leveraging Relational Graph Neural Network for Transductive Model Ensemble,"Zhengyu Hu (Mohamed bin Zayed University of Artificial Intelligence), Jieyu Zhang (University of Washington), Haonan Wang (National University of Singapore), Siwei Liu (Mohamed bin Zayed University of Artificial Intelligence), Shangsong Liang (Mohamed bin Zayed University of Artificial Intelligence; Sun Yat-sen University)",Not Found
Automatic Temporal Relation in Multi-Task Learning,"Menghui Zhou (The University of Sheffield), Po Yang (The University of Sheffield)",Not Found
When to Pre-Train Graph Neural Networks? From Data Generation Perspective!,"Yuxuan Cao (Zhejiang University; Fudan University), Jiarong Xu (Fudan University), Carl Yang (Emory University), Jiaan Wang (Soochow University), Yunchao Zhang (Zhejiang University), Chunping Wang (Finvolution Group), Lei CHEN (Finvolution Group), Yang Yang (Zhejiang University)",Not Found
Boosting Multitask Learning on Graphs through Higher-Order Task Affinities,"Dongyue Li (Northeastern University), Haotian Ju (Northeastern University), Aneesh Sharma (Google), Hongyang R. Zhang (Northeastern University)","24 June, 2023"
Graph Neural Processes for Spatio-Temporal Extrapolation,"Junfeng Hu (National University of Singapore), Yuxuan Liang (Hong Kong University of Science and Technology (Guangzhou)), Zhencheng Fan (University of Technology Sydney), Hongyang Chen (Zhejiang Lab), Yu Zheng (JD Intelligent Cities Research; JD iCity, JD Technology), Roger Zimmermann (National University of Singapore)",May 2023
Reconstructing Graph Diffusion History from a Single Snapshot,"Ruizhong Qiu (University of Illinois Urbana-Champaign), Dingsu Wang (University of Illinois Urbana-Champaign), Lei Ying (University of Michigan), H. Vincent Poor (Princeton University), Yifang Zhang (C3.ai Digital Transformation Institute), Hanghang Tong (University of Illinois Urbana-Champaign)","1 June, 2023"
Physics-Guided Discovery of Highly Nonlinear Parametric Partial Differential Equations,"Yingtao Luo (Carnegie Mellon University), Qiang Liu (CRIPAC, MAIS, Institute of Automation, Chinese Academy of Sciences), Yuntian Chen (Ningbo Institute of Digital Twin, Eastern Institute of Technology), Wenbo Hu (Hefei University of Technology), Tian Tian (RealAI), Jun Zhu (Tsinghua University)","2 June, 2021"
Learning to Schedule in Diffusion Probabilistic Models,"Yunke Wang (Wuhan University), Xiyu Wang (The University of Sydney), Anh-Dung Dinh (The University of Sydney), Bo Du (Wuhan University), Charles Xu (The University of Sydney)",Not Found
Generalizing Graph ODE for Learning Complex System Dynamics across Environments,"Zijie Huang (University of California, Los Angeles), Yizhou Sun (University of California, Los Angeles), Wei Wang (University of California, Los Angeles)",July 2023
Deep Bayesian Active Learning for Accelerating Stochastic Simulation,"Dongxia Wu (University of California, San Diego), Ruijia Niu (University of California, San Diego), Matteo Chinazzi (Northeastern University), Alessandro Vespignani (Northeastern University), Yi-An Ma (University of California, San Diego), Rose Yu (University of California, San Diego)","4 June, 2021"
Feature-based Learning for Diverse and Privacy-Preserving Counterfactual Explanations,"Vy Vo (Monash University), Trung Le (Monash University), Van Nguyen (Monash University), He Zhao (CSIROÃÃ¤Ã Data61), Edwin V. Bonilla (CSIROÃÃ¤Ã Data61), Gholamreza Haffari (Monash University), Dinh Phung (Monash University)","27 September, 2022"
Communication Efficient and Differentially Private Logistic Regression under the Distributed Setting,"Ergute Bao (National University of Singapore), Dawei Gao (Alibaba Group), Xiaokui Xiao (National University of Singapore), Yaliang Li (Alibaba Group)",Not Found
Unbiased Locally Private Estimator for Polynomials of Laplacian Variables,"Quentin Hillebrand (The University of Tokyo), Vorapong Suppakitpaisarn (The University of Tokyo), Tetsuo Shibuya (The University of Tokyo)",Not Found
Privacy Matters: Vertical Federated Linear Contextual Bandits for Privacy Protected Recommendation,"Zeyu Cao (University of Cambridge), Zhipeng Liang (Hong Kong University of Science and Technology), Bingzhe Wu (Tencent AI Lab), Shu Zhang (Tencent AI Lab), Hangyu Li (Tencent AI Lab), Ouyang Wen (Tencent AI Lab), Yu Rong (Tencent AI Lab), Peilin Zhao (Tencent AI Lab)",Not Found
FedSkill: Privacy Preserved Interpretable Skill Learning via Imitation,"Yushan Jiang (University of Connecticut), Wenchao Yu (NEC Labs America), Dongjin Song (University of Connecticut), Lu Wang (East China Normal University), Wei Cheng (NEC Labs America), Haifeng Chen (NEC Labs America)",Not Found
B2-Sampling: Fusing Balanced and Biased Sampling for Graph Contrastive Learning,"Mengyue Liu (Xi’an Jiaotong University), Yun Lin (Shanghai Jiao Tong University), Jun Liu (Xi’an Jiaotong University), Bohao Liu (Xi’an Jiaotong University), Qinghua Zheng (Xi’an Jiaotong University), Jin Song Dong (National University of Singapore)",Not Found
Similarity Preserving Adversarial Graph Contrastive Learning,"Yeonjun In (KAIST), Kanghoon Yoon (KAIST), Chanyoung Park (KAIST)",June 2023
HomoGCL: Rethinking Homophily in Graph Contrastive Learning,"Wen-Zhi Li (Sun Yat-sen University; The Hong Kong University of Science and Technology (Guangzhou)), Chang-Dong Wang (Sun Yat-sen University), Hui Xiong (The Hong Kong University of Science and Technology (Guangzhou); The Hong Kong University of Science and Technology), Jian-Huang Lai (Sun Yat-sen University)",June 2023
Contrastive Cross-scale Graph Knowledge Synergy,"Yifei Zhang (The Chinese University of Hong Kong), Yankai Chen (The Chinese University of Hong Kong), Zixing Song (The Chinese University of Hong Kong), Irwin King (The Chinese University of Hong Kong)",Not Found
Graph Contrastive Learning with Generative Adversarial Network,"Cheng Wu (Tsinghua University), Chaokun Wang (Tsinghua University), Jingcao Xu (Tsinghua University), Ziyang Liu (Tsinghua University), Kai Zheng (Kuaishou Inc.), Xiaowei Wang (Kuaishou Inc.), Yang Song (Kuaishou Inc.), Kun Gai (Unaffiliated)",August 2023
