Title,Authors_Institutes,Submission Date
DyPS: Dynamic Parameter Sharing in Multi-Agent Reinforcement Learning for Spatio-Temporal Resource Allocation,"Jingwei Wang (Department of Electronic Engineering, Beijing National Research Center for Information Science and Technology, Tsinghua University); Qianyue Hao (Department of Electronic Engineering, Beijing National Research Center for Information Science and Technology, Tsinghua University); Wenzhen Huang (Department of Electronic Engineering, Beijing National Research Center for Information Science and Technology, Tsinghua University); Xiaochen Fan (Department of Electronic Engineering, Beijing National Research Center for Information Science and Technology, Tsinghua University); Zhentao Tang (Huawei Noah’s Ark Lab); Bin Wang (Huawei Noah’s Ark Lab); Jianye Hao (Huawei Noah’s Ark Lab, Tianjin University); Yong Li (Department of Electronic Engineering, Beijing National Research Center for Information Science and Technology, Tsinghua University)",Not Found
STEMO: Early Spatio-temporal Forecasting with Multi-Objective Reinforcement Learning,"Wei Shao (Data61, CSIRO); Yufan Kang (RMIT University); Ziyan Peng (Xidian University); Xiao Xiao (Xidian University); Lei Wang (Zhejiang University); Yuhui Yang (Xidian University); Flora D. Salim (University of New South Wales)","6 June, 2024"
Urban-Focused Multi-Task Offline Reinforcement Learning with Contrastive Data Sharing,"Xinbo Zhao (Binghamton University); Yingxue Zhang (Binghamton University); Xin Zhang (San Diego State University); Yu Yang (Lehigh University); Yiqun Xie (University of Maryland, College Park); Yanhua Li (Worcester Polytechnic Institute); Jun Luo (Logistics and Supply Chain MultiTech R&D Centre)",June 2024
Temporal Prototype-Aware Learning for Active Voltage Control on Power Distribution Networks,"Feiyang Xu (Polytechnic Institute, Zhejiang University, State Key Laboratory of Blockchain and Security, Zhejiang University); Shunyu Liu (State Key Laboratory of Blockchain and Security, Zhejiang University, Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security); Yunpeng Qing (State Key Laboratory of Blockchain and Security, Zhejiang University, Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security); Yihe Zhou (State Key Laboratory of Blockchain and Security, Zhejiang University, Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security); Yuwen Wang (State Key Laboratory of Blockchain and Security, Zhejiang University, Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security); Mingli Song (State Key Laboratory of Blockchain and Security, Zhejiang University, Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security)",June 2024
Neural Manifold Operators for Learning the Evolution of Physical Dynamics,"Hao Wu (Tencent TEG); Kangyu Weng (Xingjian College, Tsinghua University); Shuyi Zhou (Department of Earth System Science, Ministry of Education Key Laboratory for Earth System Modeling, Institute for Global Change Studies, Tsinghua University); Xiaomeng Huang (Department of Earth System Science, Ministry of Education Key Laboratory for Earth System Modeling, Institute for Global Change Studies, Tsinghua University); Wei Xiong (Department of Earth System Science, Ministry of Education Key Laboratory for Earth System Modeling, Institute for Global Change Studies, Tsinghua University)",Not Found
Can a Deep Learning Model be a Sure Bet for Tabular Prediction?,Jintai Chen (Univ. of Illinois Urbana-Champaign); Jiahuan Yan (Zhejiang University); Qiyuan Chen (Zhejiang University); Danny Chen (University of Notre Dame); Jian Wu (Zhejiang University); Jimeng Sun (Univ. of Illinois Urbana-Champaign),Not Found
Hierarchical Linear Symbolized Tree-Structured Neural Processes,"Jin yang Tai (School of Computer Engineering and Science, Shanghai University); Yi ke Guo (Department of Computer Science and Engineering, Hong Kong University of Science and Technology)",Not Found
Layer-Wise Adaptive Gradient Norm Penalizing Method for Efficient and Accurate Deep Learning,"Sunwoo Lee (Department of Computer Engineering, Inha University)",March 2025
Improving Robustness of Hyperbolic Neural Networks by Lipschitz Analysis,"Yuekang Li (Applied Mathematics and Computational Sciences, DNAS, Duke Kunshan University); Yidan Mao (Applied Mathematics and Computational Sciences, DNAS, Duke Kunshan University); Yifei Yang (Electronic Information School, Wuhan University); Dongmian Zou (Zu Chongzhi Center and Data Science Research Center, DNAS, Duke Kunshan University)",Not Found
DipDNN: Preserving Inverse Consistency and Approximation Efficiency for Invertible Learning,"Jingyi Yuan (EECS, Arizona State University); Yang Weng (EECS, Arizona State University); Erik Blasch (Air Force Research Laboratory)",Not Found
Towards Robust Recommendation via Decision Boundary-aware Graph Contrastive Learning,"Jiakai Tang (Gaoling School of Artificial Intelligence, Renmin University of China); Sunhao Dai (Gaoling School of Artificial Intelligence, Renmin University of China); Zexu Sun (Gaoling School of Artificial Intelligence, Renmin University of China); Xu Chen (Gaoling School of Artificial Intelligence, Renmin University of China); Jun Xu (Gaoling School of Artificial Intelligence, Renmin University of China); Wenhui Yu (Kuaishou Technology); Lantao Hu (Kuaishou Technology); Peng Jiang (Kuaishou Technology); Han Li (Kuaishou Technology)","14 July, 2024"
GPFedRec: Graph-Guided Personalization for Federated Recommendation,"Chunxu Zhang (College of Computer Science and Technology, Jilin University, Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, Jilin University); Guodong Long (Australian Artificial Intelligence Institute, FEIT, University of Technology Sydney); Tianyi Zhou (Computer Science and UMIACS, University of Maryland); Zijian Zhang (College of Computer Science and Technology, Jilin University, City University of Hong Kong); Peng Yan (Australian Artificial Intelligence Institute, FEIT, University of Technology Sydney); Bo Yang (College of Computer Science and Technology, Jilin University, Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, Jilin University)","13 May, 2023"
How Powerful is Graph Filtering for Recommendation,Shaowen Peng (Nara Institute of Science and Technology); Xin Liu (National Institute of Advanced Industrial Science and Technology (AIST)); Kazunari Sugiyama (Osaka Seikei University); Tsunenori Mine (Kyushu University),June 2024
Unifying Graph Convolution and Contrastive Learning in Collaborative Filtering,"Yihong Wu (Université de Montréal); Le Zhang (Mila – Quebec AI Institute); Fengran Mo (Université de Montréal); Tianyu Zhu (MIIT Key Laboratory of Data Intelligence and Management, Beihang University); Weizhi Ma (Institute for AI Industry Research (AIR), Tsinghua University); Jian-Yun Nie (Université de Montréal)","20 June, 2024"
Graph Bottlenecked Social Recommendation,"Yonghui Yang (Key Laboratory of Knowledge Engineering with Big Data, Hefei University of Technology); Le Wu (Key Laboratory of Knowledge Engineering with Big Data, Hefei University of Technology); Zihan Wang (Key Laboratory of Knowledge Engineering with Big Data, Hefei University of Technology); Zhuangzhuang He (Key Laboratory of Knowledge Engineering with Big Data, Hefei University of Technology); Richang Hong (Key Laboratory of Knowledge Engineering with Big Data, Hefei University of Technology); Meng Wang (Key Laboratory of Knowledge Engineering with Big Data, Hefei University of Technology)","12 June, 2024"
When Box Meets Graph Neural Network in Tag-aware Recommendation,Fake Lin (University of Science and Technology of China); Ziwei Zhao (University of Science and Technology of China); Xi Zhu (University of Science and Technology of China); Da Zhang (University of Science and Technology of China); Shitian Shen (Alibaba Group); Xueying Li (Alibaba Group); Tong Xu (University of Science and Technology of China); Suojuan Zhang (Army Engineering University of PLA); Enhong Chen (University of Science and Technology of China),June 2024
Consistency and Discrepancy-Based Contrastive Tripartite Graph Learning for Recommendations,"Linxin Guo (Chongqing University); Yaochen Zhu (University of Virginia, Charlottesville); Min Gao (Chongqing University); Yinghui Tao (Chongqing University); Junliang Yu (University of Queensland); Chen Chen (University of Virginia, Charlottesville)",July 2024
Customizing Graph Neural Network for CAD Assembly Recommendation,Fengqi Liang (Beijing University of Post and Telecommunication); Huan Zhao (4Paradigm Inc.); Yuhan Quan (4Paradigm Inc.); Wei Fang (Beijing University of Post and Telecommunication); Chuan Shi (Beijing University of Post and Telecommunication),Not Found
Investigating Out-of-Distribution Generalization of GNNs: An Architecture Perspective,"Kai Guo (School of Artificial Intelligence, Jilin University); Hongzhi Wen (Department of Computer Science and Engineering, Michigan State University); Wei Jin (Department of Computer Science, Emory University); Yaming Guo (School of Artificial Intelligence, Jilin University); Jiliang Tang (Department of Computer Science and Engineering, Michigan State University); Yi Chang (School of Artificial Intelligence, Jilin University)","13 February, 2024"
DIVE: Subgraph Disagreement for Graph Out-of-Distribution Generalization,"Xin Sun (University of Science and Technology of China, NLPR, MAIS, Institute of Automation, Chinese Academy of Sciences); Liang Wang (NLPR, MAIS, Institute of Automation, Chinese Academy of Sciences); Qiang Liu (NLPR, MAIS, Institute of Automation, Chinese Academy of Sciences); Shu Wu (NLPR, MAIS, Institute of Automation, Chinese Academy of Sciences); Zilei Wang (University of Science and Technology of China); Liang Wang (NLPR, MAIS, Institute of Automation, Chinese Academy of Sciences)",August 2024
An Energy-centric Framework for Category-free Out-of-distribution Node Detection in Graphs,"Zheng Gong (Thrust of Artificial Intelligence, Hong Kong University of Science and Technology (Guangzhou)); Ying Sun (Thrust of Artificial Intelligence, Hong Kong University of Science and Technology (Guangzhou))",Not Found
"Mastering Long-Tail Complexity on Graphs: Characterization, Learning, and Generalization",Haohui Wang (Virginia Tech); Baoyu Jing (University of Illinois Urbana-Champaign); Kaize Ding (Northwestern University); Yada Zhu (IBM Research); Wei Cheng (NEC Labs America); Si Zhang (Meta); Yonghui Fan (Amazon AGI); Liqing Zhang (Virginia Tech); Dawei Zhou (Virginia Tech),"16 May, 2023"
ZeroG: Investigating Cross-dataset Zero-shot Transferability in Graphs,Yuhan Li (Hong Kong University of Science and Technology); Peisong Wang (Tsinghua University); Zhixun Li (The Chinese University of Hong Kong); Jeffrey Yu (The Chinese University of Hong Kong); Jia Li (The Hong Kong University of Science and Technology),"17 February, 2024"
Multi-source Unsupervised Domain Adaptation on Graphs with Transferability Modeling,Tianxiang Zhao (The Pennsylvania State University); Dongsheng Luo (Florida International University); Xiang Zhang (The Pennsylvania State University); Suhang Wang (The Pennsylvania State University),"14 June, 2024"
Can Modifying Data Address Graph Domain Adaptation?,"Renhong Huang (Zhejiang University, Fudan University); Jiarong Xu (Fudan University); Xin Jiang (Lehigh University); Ruichuan An (Xi’an Jiaotong University); Yang Yang (Zhejiang University)",Not Found
Distributional Network of Networks for Modeling Data Heterogeneity,Jun Wu (University of Illinois at Urbana-Champaign); Jingrui He (University of Illinois at Urbana-Champaign); Hanghang Tong (University of Illinois at Urbana-Champaign),Not Found
Unveiling Global Interactive Patterns across Graphs: Towards Interpretable Graph Neural Networks,"Yuwen Wang (School of Software Technology, Zhejiang University, State Key Laboratory of Blockchain and Security); Shunyu Liu (State Key Laboratory of Blockchain and Security, Zhejiang University, Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security); Tongya Zheng (Big Graph Center, School of Computer and Computing Science, Hangzhou City University, College of Computer Science and Technology, Zhejiang University); Kaixuan Chen (State Key Laboratory of Blockchain and Security, Zhejiang University, Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security); Mingli Song (State Key Laboratory of Blockchain and Security, Zhejiang University, Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security)",July 2024
"Unifying Evolution, Explanation, and Discernment: A Generative Approach for Dynamic Graph Counterfactuals","Bardh Prenkaj (Technical University of Munich); Mario Villaizán-Vallelado (University of Valladolid, Telefónica Research and Development); Tobias Leemann (University of Tübingen); Gjergji Kasneci (Technical University of Munich)",Not Found
Natural Language Explainable Recommendation with Robustness Enhancement,"Jingsen Zhang (Gaoling School of Artificial Intelligence, Renmin University of China); Jiakai Tang (Gaoling School of Artificial Intelligence, Renmin University of China); Xu Chen (Gaoling School of Artificial Intelligence, Renmin University of China); Wenhui Yu (Kuaishou Technology); Lantao Hu (Kuaishou Technology); Peng Jiang (Kuaishou Technology); Han Li (Kuaishou Technology)",Not Found
CAT: Interpretable Concept-based Taylor Additive Models,Viet Duong (William & Mary); Qiong Wu (AT&T Labs); Zhengyi Zhou (AT&T Labs); Hongjue Zhao (University of Illinois at Urbana-Champaign); Chenxiang Luo (William & Mary); Eric Zavesky (AT&T Labs); Huaxiu Yao (The University of North Carolina at Chapel Hill); Huajie Shao (William & Mary),"25 June, 2024"
Explanatory Model Monitoring to Understand the Effects of Feature Shifts on Performance,"Thomas Decker (Ludwig-Maximilians-Universität, Siemens AG); Alexander Koebler (Goethe University Frankfurt, Siemens AG); Michael Lebacher (Siemens AG); Ingo Thon (Siemens AG); Volker Tresp (Ludwig-Maximilians-Universität, Munich Center for Machine Learning); Florian Buettner (German Cancer Research Center, Goethe University Frankfurt)",August 2024
CoLiDR: Concept Learning using Aggregated Disentangled Representations,Sanchit Sinha (University of Virginia); Guangzhi Xiong (University of Virginia); Aidong Zhang (University of Virginia),July 2024
Interpretable Transformer Hawkes Processes: Unveiling Complex Interactions in Social Networks,"Zizhuo Meng (The University of Technology Sydney); Ke Wan (University of Illinois at Urbana-Champaign); Yadong Huang (Zhoushan Academy of Marine Data Science); Zhidong Li (The University of Technology Sydney); Yang Wang (The University of Technology Sydney); Feng Zhou (Center for Applied Statistics and School of Statistics, Renmin University of China, Beijing Advanced Innovation Center for Future Blockchain and Privacy Computing)","25 May, 2024"
FaultInsight: Interpreting Hyperscale Data Center Host Faults,"Tingzhu Bi (Peking University); Zhang Yang (ByteDance Inc.); Yicheng Pan (Peking University); Yu Zhang (ByteDance Inc.); Meng Ma (Peking University, Shuanghu Laboratory); Xinrui Jiang (Peking University); Linlin Han (ByteDance Inc.); Feng Wang (ByteDance Inc.); Liu Xian (ByteDance Inc.); Ping Wang (Peking University, Shuanghu Laboratory)",Not Found
Ontology Enrichment for Effective Fine-grained Entity Typing,Siru Ouyang (University of Illinois Urbana-Champaign); Jiaxin Huang (Washington University in Saint Louis); Pranav Pillai (University of Illinois Urbana-Champaign); Yunyi Zhang (University of Illinois Urbana-Champaign); Yu Zhang (University of Illinois Urbana-Champaign); Jiawei Han (University of Illinois Urbana-Champaign),October 2023
OntoType: Ontology-Guided and Pre-Trained Language Model Assisted Fine-Grained Entity Typing,Tanay Komarlu (University of Illinois Urbana-Champaign); Minhao Jiang (University of Illinois Urbana-Champaign); Xuan Wang (Virginia Tech); Jiawei Han (University of Illinois Urbana-Champaign),"20 May, 2023"
Marrying Dialogue Systems with Data Visualization: Interactive Data Visualization Generation from Natural Language Conversations,"Yuanfeng Song (AI Group, WeBank Co., Ltd.); Xuefang Zhao (AI Group, WeBank Co., Ltd.); Raymond Wong (Department of Computer Science and Engineering, Hong Kong University of Science and Technology)",July 2023
Hate Speech Detection with Generalizable Target-aware Fairness,Tong Chen (The University of Queensland); Danny Wang (The University of Queensland); Xurong Liang (The University of Queensland); Marten Risius (The University of Queensland); Gianluca Demartini (The University of Queensland); Hongzhi Yin (The University of Queensland),"28 May, 2024"
CoMAL: Contrastive Active Learning for Multi-Label Text Classification,"Cheng Peng (State Key Lab of Blockchain and Data Security, Zhejiang University); Haobo Wang (School of Software Technology, Zhejiang University); Ke Chen (State Key Lab of Blockchain and Data Security, Zhejiang University); Lidan Shou (State Key Lab of Blockchain and Data Security, Zhejiang University); Chang Yao (School of Software Technology, Zhejiang University); Runze Wu (Fuxi AI Lab, NetEase Corp.); Gang Chen (State Key Lab of Blockchain and Data Security, Zhejiang University)",Not Found
Improving the Consistency in Cross-Lingual Cross-Modal Retrieval with 1-to-K Contrastive Learning,"Zhijie Nie (CCSE, Beihang University); Richong Zhang (CCSE, Beihang University); Zhangchi Feng (CCSE, Beihang University); Hailang Huang (CCSE, Beihang University); Xudong Liu (CCSE, Beihang University)",June 2024
Binder: Hierarchical Concept Representation through Order Embedding of Binary Vectors,Croix Gyurek (University of Waterloo); Niloy Talukder (Indiana University at Indianapolis); Mohammad Al Hasan (Indiana University at Indianapolis),April 2024
MAML-en-LLM: Model Agnostic Meta-Training of LLMs for Improved In-Context Learning,Sanchit Sinha (University of Virginia); Yuguang Yue (Amazon AGI); Victor Soto (Amazon AGI); Mayank Kulkarni (Amazon AGI); Jianhua Lu (Amazon AGI); Aidong Zhang (University of Virginia),May 2024
An Efficient Subgraph GNN with Provable Substructure Counting Power,"Zuoyu Yan (Wangxuan Institute of Computer Technology, Peking University); Junru Zhou (Institute for Artificial Intelligence, Peking University); Liangcai Gao (Wangxuan Institute of Computer Technology, Peking University); Zhi Tang (Wangxuan Institute of Computer Technology, Peking University); Muhan Zhang (Beijing Institute for General Artificial Intelligence, Peking University)","19 March, 2023"
DPHGNN: A Dual Perspective Hypergraph Neural Networks,"Siddhant Saxena (Indian Institute of Technology Delhi); Shounak Ghatak (Indraprastha Institute of Information Technology, Delhi); Raghu Kolla (Meesho); Debashis Mukherjee (Meesho); Tanmoy Chakraborty (Indian Institute of Technology, Delhi)",May 2024
Relaxing Continuous Constraints of Equivariant Graph Neural Networks for Broad Physical Dynamics Learning,"Zinan Zheng (Hong Kong University of Science and Technology (Guangzhou)); Yang Liu (The Hong Kong University of Science and Technology, The Hong Kong University of Science and Technology (Guangzhou)); Jia Li (The Hong Kong University of Science and Technology (Guangzhou)); Jianhua Yao (Tencent AI Lab); Yu Rong (Tencent AI Lab)",Not Found
A Deep Prediction Framework for Multi-Source Information via Heterogeneous GNN,"Zhen Wu (School of Computer Science and Technology, Soochow University, School of Computer Science and Engineering, Southeast University); Jingya Zhou (School of Computer Science and Technology, Engineering Lab of Big Data and Intelligence of Jiangsu Province, Soochow University, State Key Lab for Novel Software Technology, Nanjing University); Jinghui Zhang (School of Computer Science and Engineering, Southeast University); Ling Liu (School of Computer Science, Georgia Institute of Technology); Chizhou Huang (School of Computer Science and Technology, Soochow University)",Not Found
Towards Lightweight Graph Neural Network Search with Curriculum Graph Sparsification,"Beini Xie (DCST, Tsinghua University); Heng Chang(DCST, Tsinghua University); Ziwei Zhang (DCST, Tsinghua University); Zeyang Zhang (DCST, Tsinghua University); Simin Wu (Lanzhou University); Xin Wang (DCST, BNRist, Tsinghua University); Yuan Meng (DCST, Tsinghua University); Wenwu Zhu (DCST, BNRist, Tsinghua University)",June 2024
AGS-GNN: Attribute-guided Sampling for Graph Neural Network,"Siddhartha Shankar Das (Computer Science, Purdue University); S M Ferdous (Pacific Northwest National Laboratory); Mahantesh Halappanavar (Pacific Northwest National Laboratory); Edoardo Serra (Computer Science, Boise State University); Alex Pothen (Computer Science, Purdue University)",May 2024
The Snowflake Hypothesis: Training and Powering GNN with One Node One Receptive Field,Kun Wang (University of Science and Technology of China); Guohao Li (University of Oxford); Shilong Wang (University of Science and Technology of China); Guibin Zhang (International Digital Economy Academy); Kai Wang (National University of Singapore); Yang You (National University of Singapore); Junfeng Fang (University of Science and Technology of China); Xiaojiang Peng (Shenzhen Technology University); Yuxuan Liang (The Hong Kong University of Science and Technology (Guangzhou)); Yang Wang (University of Science and Technology of China),Not Found
TSC: a Simple Two-Sided Constraint against Over-Smoothing,"Furong Peng (Institute of Big Data Science and Industry, Shanxi University, School of Computer and Information Technology, Shanxi University); Kang Liu (Institute of Big Data Science and Industry, Shanxi University, School of Computer and Information Technology, Shanxi University); Xuan Lu (College of Physics and Electronic Engineering, Shanxi University); Yuhua Qian (Institute of Big Data Science and Industry, Shanxi University, School of Computer and Information Technology, Shanxi University); Hongren Yan (Institute of Big Data Science and Industry, Shanxi University, School of Computer and Information Technology, Shanxi University); Chao Ma (HOPERUN Infomation Technology)",August 2024
Multivariate Log-based Anomaly Detection for Distributed Database,Lingzhe Zhang (Peking University); Tong Jia (Peking University); Mengxi Jia (Peking University); Ying Li (Peking University); Yong Yang (Peking University); Zhonghai Wu (Peking University),June 2024
Multi-Scale Detection of Anomalous Spatio-Temporal Trajectories in Evolving Trajectory Datasets,Chenhao Wang (University of Electronic Science and Technology of China); Lisi Chen (University of Electronic Science and Technology of China); Shuo Shang (University of Electronic Science and Technology of China); Christian S. Jensen (Aalborg University); Panos Kalnis (King Abdullah University of Science and Technology),Not Found
SensitiveHUE: Multivariate Time Series Anomaly Detection by Enhancing the Sensitivity to Normal Patterns,Yuye Feng (Hikvision Research Institute); Wei Zhang (Hikvision Research Institute); Yao Fu (Hikvision Research Institute); Weihao Jiang (Hikvision Research Institute); Jiang Zhu (Hikvision Research Institute); Wenqi Ren (Hikvision Research Institute),Not Found
PeFAD: A Parameter-Efficient Federated Framework for Time Series Anomaly Detection,Ronghui Xu (Central South University); Hao Miao (Aalborg University); Senzhang Wang (Central South University); Philip S. Yu (University of Illinois at Chicago); Jianxin Wang (Central South University),"4 June, 2024"
CutAddPaste: Time Series Anomaly Detection by Exploiting Abnormal Knowledge,"Rui Wang (School of Computer Science and Engineering, Beihang University); Xudong Mou (School of Computer Science and Engineering, Beihang University); Renyu Yang (School of Software, Beihang University); Kai Gao (Institute of Future Cities, The Chinese University of Hong Kong); Pin Liu (School of Information Engineering, China University of Geosciences Beijing); Chongwei Liu (Kuaishou Inc.); Tianyu Wo (School of Software, Beihang University, Zhongguancun Laboratory); Xudong Liu (School of Computer Science and Engineering, Beihang University, Zhongguancun Laboratory)",Not Found
PATE: Proximity-Aware Time Series Anomaly Evaluation,Ramin Ghorbani (Delft University of Technology); Marcel J.T. Reinders (Delft University of Technology); David M.J. Tax (Delft University of Technology),May 2024
Cluster-Wide Task Slowdown Detection in Cloud System,"Feiyi Chen (Zhejiang University, Alibaba Group); Yingying Zhang (Alibaba Group); Lunting Fan (Alibaba Group); Yuxuan Liang (The Hong Kong University of Science and Technology (Guangzhou)); Guansong Pang (Singapore Management University); Qingsong Wen (Squirrel AI); Shuiguang Deng (Zhejiang University)",August 2024
Make Your Home Safe: Time-aware Unsupervised User Behavior Anomaly Detection in Smart Homes via Loss-guided Mask,"Jingyu Xiao (Peng Cheng Laboratory, Tsinghua Shenzhen International Graduate School); Zhiyao Xu (Xi’an University of Electronic Science and Technology); Qingsong Zou (Tsinghua Shenzhen International Graduate School, Peng Cheng Laboratory); Qing Li (Peng Cheng Laboratory); Dan Zhao (Peng Cheng Laborotary); Dong Fang (Tencent); Ruoyu Li (Tsinghua Shenzhen International Graduate School); Wenxin Tang (Tsinghua Shenzhen International Graduate School); Kang Li (Tsinghua Shenzhen International Graduate School); Xudong Zuo (Tsinghua Shenzhen International Graduate School); Penghui Hu (Tsinghua University); Yong Jiang (Tsinghua Shenzhen International Graduate School, Peng Cheng Laboratory); Zixuan Weng (Beijing Jiaotong University); Michael R.Lyu (The Chinese University of Hong Kong)","16 June, 2024"
Preventing Strategic Behaviors in Collaborative Inference for Vertical Federated Learning,Yidan Xing (Shanghai Jiao Tong University); Zhenzhe Zheng (Shanghai Jiao Tong University); Fan Wu (Shanghai Jiao Tong University),Not Found
Asynchronous Vertical Federated Learning for Kernelized AUC Maximization,"Ke Zhang (Huazhong Agricultural University); Ganyu Wang (Western University); Han Li (Huazhong Agricultural University); Yulong Wang (Huazhong Agricultural University); Hong Chen (Huazhong Agricultural University); Bin Gu (School of Artificial Intelligence, Jilin University, Mohamed bin Zayed University of Artificial Intelligence)",Not Found
Is Aggregation the Only Choice? Federated Learning via Layer-wise Model Recombination,Ming Hu (Singapore Management University); Zhihao Yue (East China Normal University); Xiaofei Xie (Singapore Management University); Cheng Chen (East China Normal University); Yihao Huang (Nanyang Technological University); Xian Wei (Chinese Academy of Sciences); Xiang Lian (Kent State University); Yang Liu (Nanyang Technological University); Mingsong Chen (East China Normal University),Not Found
VertiMRF: Differentially Private Vertical Federated Data Synthesis,Fangyuan Zhao (Xi’an Jiaotong University); Zitao Li (Alibaba Group); Xuebin Ren (Xi’an Jiaotong University); Bolin Ding (Alibaba Group); Shusen Yang (Xi’an Jiaotong University); Yaliang Li (Alibaba Group),June 2024
On the Convergence of Zeroth-Order Federated Tuning for Large Language Models,"Zhenqing Ling (Sun Yat-sen University); Daoyuan Chen (Alibaba Group); Liuyi Yao (Alibaba Group); Yaliang Li (Alibaba Group); Ying Shen (Sun Yat-sen University, Pazhou Lab)","8 February, 2024"
FedBiOT: LLM Local Fine-tuning in Federated Learning without Full Model,Feijie Wu (Purdue University); Zitao Li (Alibaba Group); Yaliang Li (Alibaba Group); Bolin Ding (Alibaba Group); Jing Gao (Purdue University),June 2024
Federated Graph Learning with Structure Proxy Alignment,Xingbo Fu (University of Virginia); Zihan Chen (University of Virginia); Binchi Zhang (University of Virginia); Chen Chen (University of Virginia); Jundong Li (University of Virginia),August 2024
HiFGL: A Hierarchical Framework for Cross-silo Cross-device Federated Graph Learning,"Zhuoning Guo (Artificial Intelligence Thrust, Hong Kong University of Science and Technology (Guangzhou), Department of Computer Science and Engineering, Hong Kong University of Science and Technology); Duanyi Yao (Academy of Interdisciplinary Studies, Hong Kong University of Science and Technology); Qiang Yang (Department of Computer Science and Engineering, Hong Kong University of Science and Technology); Hao Liu (Artificial Intelligence Thrust, The Hong Kong University of Science and Technology (Guangzhou), Department of Computer Science and Engineering, The Hong Kong University of Science and Technology)",June 2024
FlexCare: Leveraging Cross-Task Synergy for Flexible Multimodal Healthcare Prediction,"Muhao Xu (Institute of Information Science, Beijing Jiaotong University, Beijing Key Laboratory of Advanced Information Science and Network Technology); Zhenfeng Zhu (Institute of Information Science, Beijing Jiaotong University, Beijing Key Laboratory of Advanced Information Science and Network Technology); Youru Li (Institute of Information Science, Beijing Jiaotong University, Beijing Key Laboratory of Advanced Information Science and Network Technology); Shuai Zheng (Institute of Information Science, Beijing Jiaotong University, Beijing Key Laboratory of Advanced Information Science and Network Technology); Yawei Zhao (Medical Big Data Research Center, Chinese PLA General Hospital); Kunlun He (Medical Big Data Research Center, Chinese PLA General Hospital); Yao Zhao (Institute of Information Science, Beijing Jiaotong University, Beijing Key Laboratory of Advanced Information Science and Network Technology)",June 2024
Synthesizing Multimodal Electronic Health Records via Predictive Diffusion Models,Yuan Zhong (The Pennsylvania State University); Xiaochen Wang (The Pennsylvania State University); Jiaqi Wang (The Pennsylvania State University); Xiaokun Zhang (Dalian University of Technology); Yaqing Wang (Purdue University); Mengdi Huai (Iowa State University); Cao Xiao (GE Healthcare); Fenglong Ma (The Penn State University),June 2024
ProtoMix: Augmenting Health Status Representation Learning via Prototype-based Mixup,"Yongxin Xu (Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University); Xinke Jiang (Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University); Xu Chu (Key Laboratory of High Confidence Software Technologies, Ministry of Education, SCS & CFCS, Peking University); Yuzhen Xiao (Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University); Chaohe Zhang (Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University); Hongxin Ding (Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University); Junfeng Zhao (Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University); Yasha Wang (Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University); Bing Xie (Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University)",Not Found
Brant-X: A Unified Physiological Signal Alignment Framework,Daoze Zhang (Zhejiang University); Zhizhang Yuan (Zhejiang University); Junru Chen (Zhejiang University); Kerui Chen (Zhejiang University); Yang Yang (Zhejiang University),September 2024
Mutual Distillation Extracting Spatial-temporal Knowledge for Lightweight Multi-channel Sleep Stage Classification,"Ziyu Jia (Institute of Automation, Chinese Academy of Sciences); Haichao Wang (Tsinghua-Berkeley Shenzhen Institute, Tsinghua University); Yucheng Liu (University of Southern California); Tianzi Jiang (Institute of Automation, Chinese Academy of Sciences)",Not Found
Advancing Molecule Invariant Representation via Privileged Substructure Identification,"Ruijia Wang (Beijing University of Posts and Telecommunications, China Telecom Cloud Computing Research Institute); Haoran Dai (Beijing University of Posts and Telecommunications); Cheng Yang (Beijing University of Posts and Telecommunications); Le Song (BioMap Research, MBZUAI); Chuan Shi (Beijing University of Post and Telecommunication)",Not Found
